cv19_activos,cv19_curados,cv19_fallecidos,cv19_total_casos,fecha_datos,isla,municipio,poblacion
,19.0,,17.0,25/06/2021,LA PALMA,Villa de Mazo,4859
,2.0,,2.0,25/06/2021,GRAN CANARIA,Tejeda,1883
,12.0,,11.0,25/06/2021,LANZAROTE,Tinajo,6434
6.0,58.0,,54.0,25/06/2021,TENERIFE,San Miguel de Abona,21621
7.0,233.0,4.0,223.0,25/06/2021,GRAN CANARIA,San Bartolomé de Tirajana,53397
21.0,199.0,1.0,189.0,25/06/2021,TENERIFE,Puerto de La Cruz,30492
,4.0,,4.0,25/06/2021,GRAN CANARIA,Artenara,1049
13.0,123.0,,124.0,25/06/2021,TENERIFE,Tacoronte,24201
6.0,261.0,1.0,260.0,25/06/2021,GRAN CANARIA,Telde,102791
,6.0,,6.0,25/06/2021,LA PALMA,San Andrés y Sauces,4182
,6.0,,5.0,25/06/2021,GRAN CANARIA,Valsequillo,9377
17.0,373.0,1.0,378.0,25/06/2021,FUERTEVENTURA,La Oliva,27234
,9.0,,8.0,25/06/2021,EL HIERRO,Frontera,4184
,5.0,,5.0,25/06/2021,GRAN CANARIA,Moya,7746
2.0,58.0,1.0,56.0,25/06/2021,TENERIFE,La Victoria de Acentejo,9158
3.0,21.0,,21.0,25/06/2021,TENERIFE,La Guancha,5540
1.0,11.0,,10.0,25/06/2021,TENERIFE,Los Silos,4743
1.0,12.0,,12.0,25/06/2021,GRAN CANARIA,Firgas,7438
3.0,44.0,,37.0,25/06/2021,TENERIFE,Santa Úrsula,14953
,,,,25/06/2021,LA PALMA,Puntagorda,2203
,10.0,,2.0,25/06/2021,LA PALMA,Barlovento,1926
,6.0,,6.0,25/06/2021,LA GOMERA,Vallehermoso,2879
,3.0,,,25/06/2021,LA PALMA,Fuencaliente,1751
,5.0,,5.0,25/06/2021,LA PALMA,Puntallana,2553
,7.0,,7.0,25/06/2021,GRAN CANARIA,Valleseco,3727
5.0,10.0,,15.0,25/06/2021,TENERIFE,Vilaflor,1715
,,,,25/06/2021,FUERTEVENTURA,Betancuria,773
,4.0,,4.0,25/06/2021,LA PALMA,Garafía,1730
,1.0,,1.0,25/06/2021,LA GOMERA,Hermigua,1775
,44.0,,41.0,25/06/2021,LA PALMA,Tazacorte,4601
,,,,25/06/2021,LA GOMERA,Agulo,1110
,6.0,,6.0,26/06/2021,TENERIFE,Garachico,4869
65.0,3855.0,39.0,3870.0,26/06/2021,LANZAROTE,Arrecife,64645
16.0,215.0,2.0,212.0,26/06/2021,TENERIFE,La Orotava,42187
2.0,27.0,1.0,25.0,26/06/2021,TENERIFE,La Matanza de Acentejo,9059
4.0,25.0,1.0,28.0,26/06/2021,TENERIFE,Santiago del Teide,11281
1.0,18.0,,19.0,26/06/2021,TENERIFE,San juan de La Rambla,4873
1.0,109.0,1.0,106.0,26/06/2021,LANZAROTE,Tías,20628
2.0,21.0,,14.0,26/06/2021,TENERIFE,Arico,8111
,3.0,,3.0,26/06/2021,LA GOMERA,Valle Gran Rey,4630
1.0,62.0,,57.0,26/06/2021,GRAN CANARIA,Mogán,20487
,13.0,,13.0,26/06/2021,GRAN CANARIA,Vega de San Mateo,7569
,4.0,,4.0,26/06/2021,FUERTEVENTURA,Antigua,12972
7.0,236.0,,217.0,26/06/2021,TENERIFE,Los Realejos,36727
,35.0,,35.0,26/06/2021,LANZAROTE,San Bartolomé,19099
,4.0,,4.0,26/06/2021,LA PALMA,Tijarafe,2507
13.0,91.0,2.0,97.0,26/06/2021,TENERIFE,Icod de Los Vinos,23316
1.0,49.0,,46.0,26/06/2021,LANZAROTE,Yaiza,17040
,101.0,1.0,92.0,26/06/2021,LA PALMA,Los Llanos de Aridane,20760
4.0,101.0,,102.0,26/06/2021,GRAN CANARIA,Ingenio,31694
339.0,,126.0,11335.0,26/06/2021,GRAN CANARIA,Las Palmas de Gran Canaria,381223
,8.0,1.0,9.0,26/06/2021,LA GOMERA,Alajeró,2026
1.0,31.0,,31.0,26/06/2021,LA PALMA,Santa Cruz de La Palma,15695
,12.0,,11.0,26/06/2021,LA PALMA,Breña Baja,5821
,14.0,,14.0,26/06/2021,GRAN CANARIA,Agaete,5599
4.0,62.0,1.0,63.0,26/06/2021,GRAN CANARIA,Agüimes,31914
4.0,59.0,,57.0,26/06/2021,TENERIFE,El Sauzal,8940
,10.0,,10.0,26/06/2021,LANZAROTE,Haría,5263
,3.0,,2.0,26/06/2021,EL HIERRO,El Pinar,1894
2.0,11.0,,12.0,26/06/2021,TENERIFE,El Tanque,2852
,74.0,,71.0,26/06/2021,GRAN CANARIA,Arucas,38334
,286.0,3.0,280.0,26/06/2021,EL HIERRO,Valverde,5069
53.0,107.0,,160.0,26/06/2021,FUERTEVENTURA,Tuineje,15596
2.0,13.0,,12.0,26/06/2021,TENERIFE,Fasnia,2818
9.0,30.0,,36.0,26/06/2021,TENERIFE,Tegueste,11287
83.0,459.0,,490.0,26/06/2021,TENERIFE,Adeje,49030
,35.0,1.0,35.0,26/06/2021,GRAN CANARIA,Gáldar,24370
11.0,280.0,2.0,288.0,26/06/2021,GRAN CANARIA,Santa Lucía de Tirajana,74602
18.0,75.0,1.0,75.0,26/06/2021,TENERIFE,Güímar,20662
492.0,3301.0,73.0,3280.0,26/06/2021,TENERIFE,La Laguna,158911
,66.0,,48.0,26/06/2021,LA PALMA,Breña Alta,7247
1.0,12.0,,13.0,26/06/2021,TENERIFE,Arafo,5593
,14.0,,14.0,26/06/2021,GRAN CANARIA,La Aldea de San Nicolás,7508
12.0,136.0,1.0,138.0,26/06/2021,TENERIFE,Guía de Isora,21796
,49.0,,47.0,26/06/2021,LANZAROTE,Teguise,22703
3.0,44.0,,45.0,26/06/2021,GRAN CANARIA,Santa Brígida,18394
11.0,94.0,,90.0,26/06/2021,TENERIFE,Candelaria,28383
,22.0,,21.0,26/06/2021,GRAN CANARIA,Teror,12522
10.0,133.0,1.0,135.0,26/06/2021,FUERTEVENTURA,Pájara,21349
99.0,478.0,3.0,475.0,26/06/2021,TENERIFE,Granadilla de Abona,51233
,2.0,,2.0,26/06/2021,TENERIFE,Buenavista del Norte,4786
62.0,496.0,4.0,462.0,26/06/2021,TENERIFE,Arona,82777
46.0,825.0,7.0,856.0,26/06/2021,FUERTEVENTURA,Puerto del Rosario,41808
,14.0,,14.0,26/06/2021,GRAN CANARIA,Santa María de Guía,13897
,15.0,,14.0,26/06/2021,LA PALMA,El Paso,7623
1233.0,6877.0,74.0,7488.0,26/06/2021,TENERIFE,Santa Cruz de Tenerife,209194
4.0,51.0,,35.0,26/06/2021,LA GOMERA,San Sebastián de La Gomera,9258
9.0,81.0,1.0,84.0,26/06/2021,TENERIFE,El Rosario,17496
,19.0,,17.0,26/06/2021,LA PALMA,Villa de Mazo,4859
,2.0,,2.0,26/06/2021,GRAN CANARIA,Tejeda,1883
1.0,12.0,,12.0,26/06/2021,LANZAROTE,Tinajo,6434
6.0,58.0,,54.0,26/06/2021,TENERIFE,San Miguel de Abona,21621
7.0,233.0,4.0,223.0,26/06/2021,GRAN CANARIA,San Bartolomé de Tirajana,53397
21.0,199.0,1.0,189.0,26/06/2021,TENERIFE,Puerto de La Cruz,30492
,4.0,,4.0,26/06/2021,GRAN CANARIA,Artenara,1049
13.0,123.0,,124.0,26/06/2021,TENERIFE,Tacoronte,24201
6.0,261.0,1.0,260.0,26/06/2021,GRAN CANARIA,Telde,102791
,6.0,,6.0,26/06/2021,LA PALMA,San Andrés y Sauces,4182
,6.0,,5.0,26/06/2021,GRAN CANARIA,Valsequillo,9377
17.0,373.0,1.0,378.0,26/06/2021,FUERTEVENTURA,La Oliva,27234
,9.0,,8.0,26/06/2021,EL HIERRO,Frontera,4184
,5.0,,5.0,26/06/2021,GRAN CANARIA,Moya,7746
3.0,58.0,1.0,57.0,26/06/2021,TENERIFE,La Victoria de Acentejo,9158
4.0,21.0,,22.0,26/06/2021,TENERIFE,La Guancha,5540
1.0,11.0,,10.0,26/06/2021,TENERIFE,Los Silos,4743
1.0,12.0,,12.0,26/06/2021,GRAN CANARIA,Firgas,7438
4.0,44.0,,38.0,26/06/2021,TENERIFE,Santa Úrsula,14953
,,,,26/06/2021,LA PALMA,Puntagorda,2203
,10.0,,2.0,26/06/2021,LA PALMA,Barlovento,1926
,6.0,,6.0,26/06/2021,LA GOMERA,Vallehermoso,2879
,3.0,,,26/06/2021,LA PALMA,Fuencaliente,1751
,5.0,,5.0,26/06/2021,LA PALMA,Puntallana,2553
,7.0,,7.0,26/06/2021,GRAN CANARIA,Valleseco,3727
6.0,10.0,,16.0,26/06/2021,TENERIFE,Vilaflor,1715
,,,,26/06/2021,FUERTEVENTURA,Betancuria,773
,4.0,,4.0,26/06/2021,LA PALMA,Garafía,1730
,1.0,,1.0,26/06/2021,LA GOMERA,Hermigua,1775
,44.0,,41.0,26/06/2021,LA PALMA,Tazacorte,4601
,,,,26/06/2021,LA GOMERA,Agulo,1110
,6.0,,6.0,27/06/2021,TENERIFE,Garachico,4869
67.0,3858.0,39.0,3875.0,27/06/2021,LANZAROTE,Arrecife,64645
17.0,215.0,2.0,213.0,27/06/2021,TENERIFE,La Orotava,42187
2.0,27.0,1.0,25.0,27/06/2021,TENERIFE,La Matanza de Acentejo,9059
4.0,25.0,1.0,28.0,27/06/2021,TENERIFE,Santiago del Teide,11281
1.0,18.0,,19.0,27/06/2021,TENERIFE,San juan de La Rambla,4873
1.0,109.0,1.0,106.0,27/06/2021,LANZAROTE,Tías,20628
2.0,21.0,,14.0,27/06/2021,TENERIFE,Arico,8111
,3.0,,3.0,27/06/2021,LA GOMERA,Valle Gran Rey,4630
1.0,62.0,,57.0,27/06/2021,GRAN CANARIA,Mogán,20487
,13.0,,13.0,27/06/2021,GRAN CANARIA,Vega de San Mateo,7569
,4.0,,4.0,27/06/2021,FUERTEVENTURA,Antigua,12972
8.0,236.0,,218.0,27/06/2021,TENERIFE,Los Realejos,36727
,35.0,,35.0,27/06/2021,LANZAROTE,San Bartolomé,19099
,4.0,,4.0,27/06/2021,LA PALMA,Tijarafe,2507
14.0,91.0,2.0,98.0,27/06/2021,TENERIFE,Icod de Los Vinos,23316
1.0,49.0,,46.0,27/06/2021,LANZAROTE,Yaiza,17040
,101.0,1.0,92.0,27/06/2021,LA PALMA,Los Llanos de Aridane,20760
4.0,101.0,,102.0,27/06/2021,GRAN CANARIA,Ingenio,31694
357.0,,126.0,11358.0,27/06/2021,GRAN CANARIA,Las Palmas de Gran Canaria,381223
,8.0,1.0,9.0,27/06/2021,LA GOMERA,Alajeró,2026
1.0,31.0,,31.0,27/06/2021,LA PALMA,Santa Cruz de La Palma,15695
,12.0,,11.0,27/06/2021,LA PALMA,Breña Baja,5821
,14.0,,14.0,27/06/2021,GRAN CANARIA,Agaete,5599
4.0,62.0,1.0,63.0,27/06/2021,GRAN CANARIA,Agüimes,31914
4.0,59.0,,57.0,27/06/2021,TENERIFE,El Sauzal,8940
,10.0,,10.0,27/06/2021,LANZAROTE,Haría,5263
,3.0,,2.0,27/06/2021,EL HIERRO,El Pinar,1894
2.0,11.0,,12.0,27/06/2021,TENERIFE,El Tanque,2852
,74.0,,71.0,27/06/2021,GRAN CANARIA,Arucas,38334
,286.0,3.0,280.0,27/06/2021,EL HIERRO,Valverde,5069
54.0,107.0,,161.0,27/06/2021,FUERTEVENTURA,Tuineje,15596
2.0,13.0,,12.0,27/06/2021,TENERIFE,Fasnia,2818
9.0,30.0,,36.0,27/06/2021,TENERIFE,Tegueste,11287
85.0,459.0,,492.0,27/06/2021,TENERIFE,Adeje,49030
,35.0,1.0,35.0,27/06/2021,GRAN CANARIA,Gáldar,24370
11.0,280.0,2.0,288.0,27/06/2021,GRAN CANARIA,Santa Lucía de Tirajana,74602
18.0,75.0,1.0,75.0,27/06/2021,TENERIFE,Güímar,20662
522.0,3301.0,73.0,3310.0,27/06/2021,TENERIFE,La Laguna,158911
1.0,66.0,,49.0,27/06/2021,LA PALMA,Breña Alta,7247
1.0,12.0,,13.0,27/06/2021,TENERIFE,Arafo,5593
,14.0,,14.0,27/06/2021,GRAN CANARIA,La Aldea de San Nicolás,7508
12.0,136.0,1.0,138.0,27/06/2021,TENERIFE,Guía de Isora,21796
,49.0,,47.0,27/06/2021,LANZAROTE,Teguise,22703
3.0,44.0,,45.0,27/06/2021,GRAN CANARIA,Santa Brígida,18394
12.0,94.0,,91.0,27/06/2021,TENERIFE,Candelaria,28383
,22.0,,21.0,27/06/2021,GRAN CANARIA,Teror,12522
10.0,133.0,1.0,135.0,27/06/2021,FUERTEVENTURA,Pájara,21349
110.0,478.0,3.0,486.0,27/06/2021,TENERIFE,Granadilla de Abona,51233
,2.0,,2.0,27/06/2021,TENERIFE,Buenavista del Norte,4786
63.0,496.0,4.0,463.0,27/06/2021,TENERIFE,Arona,82777
48.0,825.0,7.0,858.0,27/06/2021,FUERTEVENTURA,Puerto del Rosario,41808
,14.0,,14.0,27/06/2021,GRAN CANARIA,Santa María de Guía,13897
,15.0,,14.0,27/06/2021,LA PALMA,El Paso,7623
1272.0,6878.0,74.0,7528.0,27/06/2021,TENERIFE,Santa Cruz de Tenerife,209194
4.0,51.0,,35.0,27/06/2021,LA GOMERA,San Sebastián de La Gomera,9258
9.0,81.0,1.0,84.0,27/06/2021,TENERIFE,El Rosario,17496
1.0,19.0,,18.0,27/06/2021,LA PALMA,Villa de Mazo,4859
,2.0,,2.0,27/06/2021,GRAN CANARIA,Tejeda,1883
1.0,12.0,,12.0,27/06/2021,LANZAROTE,Tinajo,6434
6.0,58.0,,54.0,27/06/2021,TENERIFE,San Miguel de Abona,21621
7.0,233.0,4.0,223.0,27/06/2021,GRAN CANARIA,San Bartolomé de Tirajana,53397
22.0,199.0,1.0,190.0,27/06/2021,TENERIFE,Puerto de La Cruz,30492
,4.0,,4.0,27/06/2021,GRAN CANARIA,Artenara,1049
15.0,123.0,,126.0,27/06/2021,TENERIFE,Tacoronte,24201
6.0,261.0,1.0,260.0,27/06/2021,GRAN CANARIA,Telde,102791
,6.0,,6.0,27/06/2021,LA PALMA,San Andrés y Sauces,4182
,6.0,,5.0,27/06/2021,GRAN CANARIA,Valsequillo,9377
17.0,373.0,1.0,378.0,27/06/2021,FUERTEVENTURA,La Oliva,27234
,9.0,,8.0,27/06/2021,EL HIERRO,Frontera,4184
,5.0,,5.0,27/06/2021,GRAN CANARIA,Moya,7746
3.0,58.0,1.0,57.0,27/06/2021,TENERIFE,La Victoria de Acentejo,9158
4.0,21.0,,22.0,27/06/2021,TENERIFE,La Guancha,5540
1.0,11.0,,10.0,27/06/2021,TENERIFE,Los Silos,4743
1.0,12.0,,12.0,27/06/2021,GRAN CANARIA,Firgas,7438
4.0,44.0,,38.0,27/06/2021,TENERIFE,Santa Úrsula,14953
,,,,27/06/2021,LA PALMA,Puntagorda,2203
,10.0,,2.0,27/06/2021,LA PALMA,Barlovento,1926
,6.0,,6.0,27/06/2021,LA GOMERA,Vallehermoso,2879
,3.0,,,27/06/2021,LA PALMA,Fuencaliente,1751
,5.0,,5.0,27/06/2021,LA PALMA,Puntallana,2553
,7.0,,7.0,27/06/2021,GRAN CANARIA,Valleseco,3727
6.0,10.0,,16.0,27/06/2021,TENERIFE,Vilaflor,1715
,,,,27/06/2021,FUERTEVENTURA,Betancuria,773
,4.0,,4.0,27/06/2021,LA PALMA,Garafía,1730
,1.0,,1.0,27/06/2021,LA GOMERA,Hermigua,1775
,44.0,,41.0,27/06/2021,LA PALMA,Tazacorte,4601
,,,,27/06/2021,LA GOMERA,Agulo,1110
,6.0,,6.0,28/06/2021,TENERIFE,Garachico,4869
68.0,3865.0,39.0,3883.0,28/06/2021,LANZAROTE,Arrecife,64645
17.0,215.0,2.0,213.0,28/06/2021,TENERIFE,La Orotava,42187
2.0,27.0,1.0,25.0,28/06/2021,TENERIFE,La Matanza de Acentejo,9059
4.0,25.0,1.0,28.0,28/06/2021,TENERIFE,Santiago del Teide,11281
1.0,18.0,,19.0,28/06/2021,TENERIFE,San juan de La Rambla,4873
1.0,109.0,1.0,106.0,28/06/2021,LANZAROTE,Tías,20628
2.0,21.0,,14.0,28/06/2021,TENERIFE,Arico,8111
,3.0,,3.0,28/06/2021,LA GOMERA,Valle Gran Rey,4630
1.0,62.0,,57.0,28/06/2021,GRAN CANARIA,Mogán,20487
,13.0,,13.0,28/06/2021,GRAN CANARIA,Vega de San Mateo,7569
,4.0,,4.0,28/06/2021,FUERTEVENTURA,Antigua,12972
8.0,236.0,,218.0,28/06/2021,TENERIFE,Los Realejos,36727
,35.0,,35.0,28/06/2021,LANZAROTE,San Bartolomé,19099
,4.0,,4.0,28/06/2021,LA PALMA,Tijarafe,2507
15.0,91.0,2.0,99.0,28/06/2021,TENERIFE,Icod de Los Vinos,23316
1.0,49.0,,46.0,28/06/2021,LANZAROTE,Yaiza,17040
,101.0,1.0,92.0,28/06/2021,LA PALMA,Los Llanos de Aridane,20760
4.0,101.0,,102.0,28/06/2021,GRAN CANARIA,Ingenio,31694
366.0,,127.0,11378.0,28/06/2021,GRAN CANARIA,Las Palmas de Gran Canaria,381223
,8.0,1.0,9.0,28/06/2021,LA GOMERA,Alajeró,2026
1.0,31.0,,31.0,28/06/2021,LA PALMA,Santa Cruz de La Palma,15695
,12.0,,11.0,28/06/2021,LA PALMA,Breña Baja,5821
,14.0,,14.0,28/06/2021,GRAN CANARIA,Agaete,5599
4.0,62.0,1.0,63.0,28/06/2021,GRAN CANARIA,Agüimes,31914
4.0,59.0,,57.0,28/06/2021,TENERIFE,El Sauzal,8940
,10.0,,10.0,28/06/2021,LANZAROTE,Haría,5263
,3.0,,2.0,28/06/2021,EL HIERRO,El Pinar,1894
2.0,11.0,,12.0,28/06/2021,TENERIFE,El Tanque,2852
,74.0,,71.0,28/06/2021,GRAN CANARIA,Arucas,38334
,286.0,3.0,280.0,28/06/2021,EL HIERRO,Valverde,5069
55.0,107.0,,162.0,28/06/2021,FUERTEVENTURA,Tuineje,15596
2.0,13.0,,12.0,28/06/2021,TENERIFE,Fasnia,2818
6.0,33.0,,36.0,28/06/2021,TENERIFE,Tegueste,11287
96.0,459.0,,503.0,28/06/2021,TENERIFE,Adeje,49030
,35.0,1.0,35.0,28/06/2021,GRAN CANARIA,Gáldar,24370
11.0,280.0,2.0,288.0,28/06/2021,GRAN CANARIA,Santa Lucía de Tirajana,74602
18.0,75.0,1.0,75.0,28/06/2021,TENERIFE,Güímar,20662
542.0,3309.0,73.0,3337.0,28/06/2021,TENERIFE,La Laguna,158911
1.0,66.0,,49.0,28/06/2021,LA PALMA,Breña Alta,7247
2.0,12.0,,14.0,28/06/2021,TENERIFE,Arafo,5593
,14.0,,14.0,28/06/2021,GRAN CANARIA,La Aldea de San Nicolás,7508
13.0,136.0,1.0,139.0,28/06/2021,TENERIFE,Guía de Isora,21796
,49.0,,47.0,28/06/2021,LANZAROTE,Teguise,22703
3.0,44.0,,45.0,28/06/2021,GRAN CANARIA,Santa Brígida,18394
13.0,94.0,,92.0,28/06/2021,TENERIFE,Candelaria,28383
,22.0,,21.0,28/06/2021,GRAN CANARIA,Teror,12522
10.0,133.0,1.0,135.0,28/06/2021,FUERTEVENTURA,Pájara,21349
112.0,479.0,3.0,489.0,28/06/2021,TENERIFE,Granadilla de Abona,51233
,2.0,,2.0,28/06/2021,TENERIFE,Buenavista del Norte,4786
64.0,497.0,4.0,465.0,28/06/2021,TENERIFE,Arona,82777
51.0,825.0,7.0,861.0,28/06/2021,FUERTEVENTURA,Puerto del Rosario,41808
,14.0,,14.0,28/06/2021,GRAN CANARIA,Santa María de Guía,13897
,15.0,,14.0,28/06/2021,LA PALMA,El Paso,7623
1368.0,6893.0,74.0,7639.0,28/06/2021,TENERIFE,Santa Cruz de Tenerife,209194
3.0,52.0,,35.0,28/06/2021,LA GOMERA,San Sebastián de La Gomera,9258
9.0,81.0,1.0,84.0,28/06/2021,TENERIFE,El Rosario,17496
1.0,19.0,,18.0,28/06/2021,LA PALMA,Villa de Mazo,4859
,2.0,,2.0,28/06/2021,GRAN CANARIA,Tejeda,1883
1.0,12.0,,12.0,28/06/2021,LANZAROTE,Tinajo,6434
6.0,58.0,,54.0,28/06/2021,TENERIFE,San Miguel de Abona,21621
10.0,233.0,4.0,226.0,28/06/2021,GRAN CANARIA,San Bartolomé de Tirajana,53397
22.0,199.0,1.0,190.0,28/06/2021,TENERIFE,Puerto de La Cruz,30492
,4.0,,4.0,28/06/2021,GRAN CANARIA,Artenara,1049
14.0,124.0,,126.0,28/06/2021,TENERIFE,Tacoronte,24201
7.0,261.0,1.0,261.0,28/06/2021,GRAN CANARIA,Telde,102791
,6.0,,6.0,28/06/2021,LA PALMA,San Andrés y Sauces,4182
,6.0,,5.0,28/06/2021,GRAN CANARIA,Valsequillo,9377
18.0,373.0,1.0,379.0,28/06/2021,FUERTEVENTURA,La Oliva,27234
,9.0,,8.0,28/06/2021,EL HIERRO,Frontera,4184
,5.0,,5.0,28/06/2021,GRAN CANARIA,Moya,7746
3.0,58.0,1.0,57.0,28/06/2021,TENERIFE,La Victoria de Acentejo,9158
4.0,21.0,,22.0,28/06/2021,TENERIFE,La Guancha,5540
1.0,11.0,,10.0,28/06/2021,TENERIFE,Los Silos,4743
1.0,12.0,,12.0,28/06/2021,GRAN CANARIA,Firgas,7438
4.0,44.0,,38.0,28/06/2021,TENERIFE,Santa Úrsula,14953
,,,,28/06/2021,LA PALMA,Puntagorda,2203
,10.0,,2.0,28/06/2021,LA PALMA,Barlovento,1926
,6.0,,6.0,28/06/2021,LA GOMERA,Vallehermoso,2879
,3.0,,,28/06/2021,LA PALMA,Fuencaliente,1751
,5.0,,5.0,28/06/2021,LA PALMA,Puntallana,2553
,7.0,,7.0,28/06/2021,GRAN CANARIA,Valleseco,3727
6.0,10.0,,16.0,28/06/2021,TENERIFE,Vilaflor,1715
,,,,28/06/2021,FUERTEVENTURA,Betancuria,773
,4.0,,4.0,28/06/2021,LA PALMA,Garafía,1730
,1.0,,1.0,28/06/2021,LA GOMERA,Hermigua,1775
,44.0,,41.0,28/06/2021,LA PALMA,Tazacorte,4601
,,,,28/06/2021,LA GOMERA,Agulo,1110
,6.0,,6.0,29/06/2021,TENERIFE,Garachico,4869
69.0,3867.0,39.0,3886.0,29/06/2021,LANZAROTE,Arrecife,64645
20.0,215.0,2.0,216.0,29/06/2021,TENERIFE,La Orotava,42187
4.0,27.0,1.0,27.0,29/06/2021,TENERIFE,La Matanza de Acentejo,9059
4.0,25.0,1.0,28.0,29/06/2021,TENERIFE,Santiago del Teide,11281
1.0,18.0,,19.0,29/06/2021,TENERIFE,San juan de La Rambla,4873
1.0,109.0,1.0,106.0,29/06/2021,LANZAROTE,Tías,20628
2.0,21.0,,14.0,29/06/2021,TENERIFE,Arico,8111
,3.0,,3.0,29/06/2021,LA GOMERA,Valle Gran Rey,4630
1.0,62.0,,57.0,29/06/2021,GRAN CANARIA,Mogán,20487
,13.0,,13.0,29/06/2021,GRAN CANARIA,Vega de San Mateo,7569
,4.0,,4.0,29/06/2021,FUERTEVENTURA,Antigua,12972
9.0,236.0,,219.0,29/06/2021,TENERIFE,Los Realejos,36727
,35.0,,35.0,29/06/2021,LANZAROTE,San Bartolomé,19099
,4.0,,4.0,29/06/2021,LA PALMA,Tijarafe,2507
13.0,93.0,2.0,99.0,29/06/2021,TENERIFE,Icod de Los Vinos,23316
1.0,49.0,,46.0,29/06/2021,LANZAROTE,Yaiza,17040
,101.0,1.0,92.0,29/06/2021,LA PALMA,Los Llanos de Aridane,20760
4.0,101.0,,102.0,29/06/2021,GRAN CANARIA,Ingenio,31694
381.0,,127.0,11411.0,29/06/2021,GRAN CANARIA,Las Palmas de Gran Canaria,381223
,8.0,1.0,9.0,29/06/2021,LA GOMERA,Alajeró,2026
1.0,31.0,,31.0,29/06/2021,LA PALMA,Santa Cruz de La Palma,15695
,12.0,,11.0,29/06/2021,LA PALMA,Breña Baja,5821
,14.0,,14.0,29/06/2021,GRAN CANARIA,Agaete,5599
4.0,62.0,1.0,63.0,29/06/2021,GRAN CANARIA,Agüimes,31914
4.0,59.0,,57.0,29/06/2021,TENERIFE,El Sauzal,8940
,10.0,,10.0,29/06/2021,LANZAROTE,Haría,5263
,3.0,,2.0,29/06/2021,EL HIERRO,El Pinar,1894
,13.0,,12.0,29/06/2021,TENERIFE,El Tanque,2852
,74.0,,71.0,29/06/2021,GRAN CANARIA,Arucas,38334
,286.0,3.0,280.0,29/06/2021,EL HIERRO,Valverde,5069
46.0,119.0,,165.0,29/06/2021,FUERTEVENTURA,Tuineje,15596
2.0,13.0,,12.0,29/06/2021,TENERIFE,Fasnia,2818
6.0,33.0,,36.0,29/06/2021,TENERIFE,Tegueste,11287
106.0,459.0,,513.0,29/06/2021,TENERIFE,Adeje,49030
,35.0,1.0,35.0,29/06/2021,GRAN CANARIA,Gáldar,24370
12.0,280.0,2.0,289.0,29/06/2021,GRAN CANARIA,Santa Lucía de Tirajana,74602
18.0,75.0,1.0,75.0,29/06/2021,TENERIFE,Güímar,20662
531.0,3348.0,73.0,3365.0,29/06/2021,TENERIFE,La Laguna,158911
2.0,66.0,,50.0,29/06/2021,LA PALMA,Breña Alta,7247
2.0,12.0,,14.0,29/06/2021,TENERIFE,Arafo,5593
,14.0,,14.0,29/06/2021,GRAN CANARIA,La Aldea de San Nicolás,7508
14.0,136.0,1.0,140.0,29/06/2021,TENERIFE,Guía de Isora,21796
,49.0,,47.0,29/06/2021,LANZAROTE,Teguise,22703
1.0,46.0,,45.0,29/06/2021,GRAN CANARIA,Santa Brígida,18394
13.0,94.0,,92.0,29/06/2021,TENERIFE,Candelaria,28383
,22.0,,21.0,29/06/2021,GRAN CANARIA,Teror,12522
8.0,135.0,1.0,135.0,29/06/2021,FUERTEVENTURA,Pájara,21349
113.0,483.0,3.0,494.0,29/06/2021,TENERIFE,Granadilla de Abona,51233
,2.0,,2.0,29/06/2021,TENERIFE,Buenavista del Norte,4786
72.0,497.0,4.0,473.0,29/06/2021,TENERIFE,Arona,82777
54.0,837.0,7.0,876.0,29/06/2021,FUERTEVENTURA,Puerto del Rosario,41808
,14.0,,14.0,29/06/2021,GRAN CANARIA,Santa María de Guía,13897
,15.0,,14.0,29/06/2021,LA PALMA,El Paso,7623
1403.0,6939.0,74.0,7720.0,29/06/2021,TENERIFE,Santa Cruz de Tenerife,209194
6.0,52.0,,38.0,29/06/2021,LA GOMERA,San Sebastián de La Gomera,9258
9.0,81.0,1.0,84.0,29/06/2021,TENERIFE,El Rosario,17496
1.0,19.0,,18.0,29/06/2021,LA PALMA,Villa de Mazo,4859
,2.0,,2.0,29/06/2021,GRAN CANARIA,Tejeda,1883
1.0,12.0,,12.0,29/06/2021,LANZAROTE,Tinajo,6434
7.0,58.0,,55.0,29/06/2021,TENERIFE,San Miguel de Abona,21621
13.0,233.0,4.0,229.0,29/06/2021,GRAN CANARIA,San Bartolomé de Tirajana,53397
23.0,199.0,1.0,191.0,29/06/2021,TENERIFE,Puerto de La Cruz,30492
,4.0,,4.0,29/06/2021,GRAN CANARIA,Artenara,1049
14.0,124.0,,126.0,29/06/2021,TENERIFE,Tacoronte,24201
9.0,261.0,1.0,263.0,29/06/2021,GRAN CANARIA,Telde,102791
,6.0,,6.0,29/06/2021,LA PALMA,San Andrés y Sauces,4182
,6.0,,5.0,29/06/2021,GRAN CANARIA,Valsequillo,9377
13.0,378.0,1.0,379.0,29/06/2021,FUERTEVENTURA,La Oliva,27234
,9.0,,8.0,29/06/2021,EL HIERRO,Frontera,4184
,5.0,,5.0,29/06/2021,GRAN CANARIA,Moya,7746
3.0,58.0,1.0,57.0,29/06/2021,TENERIFE,La Victoria de Acentejo,9158
