fecha_datos,cv19_activos,isla,municipio,poblacion,cv19_total_casos,cv19_fallecidos,cv19_curados
08/06/2021,266.0,TENERIFE,La Laguna,157503,2783.0,68.0,3035.0
08/06/2021,1.0,LA PALMA,Breña Alta,7204,46.0,,63.0
08/06/2021,,TENERIFE,Arafo,5551,11.0,,11.0
08/06/2021,1.0,GRAN CANARIA,La Aldea de San Nicolás,7504,14.0,,13.0
08/06/2021,4.0,TENERIFE,Guía de Isora,21368,126.0,1.0,132.0
08/06/2021,,LANZAROTE,Teguise,22342,47.0,,49.0
08/06/2021,2.0,GRAN CANARIA,Santa Brígida,18263,42.0,,42.0
08/06/2021,5.0,TENERIFE,Candelaria,27985,76.0,,86.0
08/06/2021,2.0,GRAN CANARIA,Teror,12519,21.0,,20.0
08/06/2021,12.0,FUERTEVENTURA,Pájara,21093,125.0,1.0,121.0
08/06/2021,30.0,TENERIFE,Granadilla de Abona,50146,375.0,3.0,447.0
08/06/2021,,TENERIFE,Buenavista del Norte,4778,2.0,,2.0
08/06/2021,21.0,TENERIFE,Arona,81216,404.0,4.0,479.0
08/06/2021,55.0,FUERTEVENTURA,Puerto del Rosario,40753,798.0,7.0,758.0
08/06/2021,2.0,GRAN CANARIA,Santa María de Guía,13850,14.0,,12.0
08/06/2021,1.0,LA PALMA,El Paso,7622,14.0,,14.0
08/06/2021,602.0,TENERIFE,Santa Cruz de Tenerife,207312,6246.0,70.0,6269.0
08/06/2021,1.0,LA GOMERA,San Sebastián de La Gomera,9093,24.0,,43.0
08/06/2021,7.0,TENERIFE,El Rosario,17370,77.0,1.0,76.0
08/06/2021,,LA PALMA,Villa de Mazo,4843,17.0,,19.0
08/06/2021,,GRAN CANARIA,Tejeda,1909,2.0,,2.0
08/06/2021,,LANZAROTE,Tinajo,6279,11.0,,12.0
08/06/2021,7.0,TENERIFE,San Miguel de Abona,20886,49.0,,52.0
08/06/2021,7.0,GRAN CANARIA,San Bartolomé de Tirajana,53443,219.0,4.0,229.0
08/06/2021,12.0,TENERIFE,Puerto de La Cruz,30468,171.0,1.0,190.0
08/06/2021,,GRAN CANARIA,Artenara,1069,4.0,,4.0
08/06/2021,8.0,TENERIFE,Tacoronte,24134,113.0,,117.0
08/06/2021,,GRAN CANARIA,Telde,102647,247.0,1.0,254.0
08/06/2021,,LA PALMA,San Andrés y Sauces,4141,6.0,,6.0
08/06/2021,,GRAN CANARIA,Valsequillo,9340,5.0,,6.0
08/06/2021,14.0,FUERTEVENTURA,La Oliva,26580,361.0,1.0,359.0
08/06/2021,,EL HIERRO,Frontera,4093,8.0,,9.0
08/06/2021,,GRAN CANARIA,Moya,7696,5.0,,5.0
08/06/2021,2.0,TENERIFE,La Victoria de Acentejo,9185,54.0,1.0,56.0
08/06/2021,2.0,TENERIFE,La Guancha,5520,19.0,,20.0
08/06/2021,,TENERIFE,Los Silos,4693,9.0,,11.0
08/06/2021,,GRAN CANARIA,Firgas,7455,11.0,,12.0
08/06/2021,,TENERIFE,Santa Úrsula,14679,34.0,,44.0
08/06/2021,,LA PALMA,Puntagorda,2110,,,
08/06/2021,,LA PALMA,Barlovento,1876,2.0,,10.0
08/06/2021,,LA GOMERA,Vallehermoso,2901,6.0,,6.0
08/06/2021,,LA PALMA,Fuencaliente,1722,,,3.0
08/06/2021,,LA PALMA,Puntallana,2506,5.0,,5.0
08/06/2021,,GRAN CANARIA,Valleseco,3749,7.0,,7.0
08/06/2021,3.0,TENERIFE,Vilaflor,1667,11.0,,8.0
08/06/2021,,FUERTEVENTURA,Betancuria,758,,,
08/06/2021,,LA PALMA,Garafía,1667,4.0,,4.0
08/06/2021,,LA GOMERA,Hermigua,1832,1.0,,1.0
08/06/2021,,LA PALMA,Tazacorte,4575,41.0,,44.0
08/06/2021,,LA GOMERA,Agulo,1096,,,
